StrandDiameter,Strands,A,AirGap,B,C,Current,D,E,Frequency,phi_A,phi_B,Turns,StrandedLossAC,CoreLoss,L,CoreType
0.128,180,65.0,2.147,60.0,42.0,5.72,45.0,40.8,216,26.0,55.0,35,32944.3338869661,33921.799999999996,509.708994961269,PQ65/60
0.178,250,40.5,1.301,39.8,29.5,11.03,28.0,28.0,112,14.9,37.0,10,4281.4692362060305,2090.3,23.3543671395681,PQ40/40
0.139,40,26.5,2.177,24.8,16.1,6.74,19.0,15.5,182,12.0,22.5,31,16291.619108671,3303.14,95.1335076820666,PQ26/25
0.185,150,50.0,1.948,50.0,36.1,10.6,32.5,31.5,103,20.0,44.0,17,11545.6173696539,5302.33,81.8534764892254,PQ50/50
0.117,100,40.5,1.335,30.3,20.0,1.42,28.0,28.0,259,14.9,37.0,54,5895.24627821772,2600.8399999999997,654.426513168058,PQ40/30
0.096,100,50.0,2.173,50.0,36.1,1.05,32.5,31.5,380,20.0,44.0,129,30995.1163596527,22117.6,4321.90522446201,PQ50/50
0.19,100,26.5,0.546,20.2,11.5,6.0,19.0,15.5,98,12.0,22.5,11,2047.36484706675,804.071,37.2723555815452,PQ26/20
0.102,60,16.4,1.167,11.6,6.7,2.9,11.2,9.6,342,7.0,14.4,23,3221.11871192626,421.775,32.3306880334949,PQ16/11.6
0.094,150,32.0,1.764,30.4,21.3,3.11,22.0,19.0,400,13.4,27.5,36,14765.3759637499,6989.07,190.776817140102,PQ32/30
0.2,80,35.1,0.342,34.8,25.0,3.89,26.0,23.5,37,14.3,32.0,10,78.2624415961706,262.849,64.5398784338944,PQ35/35
0.099,200,26.5,1.989,24.8,16.1,5.45,19.0,15.5,359,12.0,22.5,21,15878.4969250856,2948.93,46.968181634240395,PQ26/25
0.092,400,26.5,2.17,24.8,16.1,7.03,19.0,15.5,419,12.0,22.5,9,4179.65315431604,670.325,8.03102792703079,PQ26/25
0.087,600,26.5,0.416,20.2,11.5,1.85,19.0,15.5,465,12.0,22.5,7,291.686734932463,361.82,19.1023414264034,PQ26/20
0.085,350,32.0,1.671,20.5,11.5,2.78,22.0,19.0,486,13.4,27.5,18,5445.100097309491,790.2280000000001,47.7751101214234,PQ32/20
0.05,350,35.1,1.31,34.8,25.0,0.57,26.0,23.5,505,14.3,32.0,72,965.967583712433,1926.5,1099.6032994346901,PQ35/35
0.118,350,35.1,0.242,34.8,25.0,2.08,26.0,23.5,93,14.3,32.0,14,103.976100859274,1452.45,170.306649344036,PQ35/35
0.173,50,26.5,0.621,24.8,16.1,2.12,19.0,15.5,118,12.0,22.5,27,1483.90453512724,751.996,202.743901099712,PQ26/25
0.126,80,32.0,1.843,20.5,11.5,5.32,22.0,19.0,223,13.4,27.5,32,25935.6388442138,3843.93,139.398895548702,PQ32/20
0.085,40,20.5,1.939,20.2,14.3,0.86,14.0,12.5,491,8.8,18.0,67,2467.8041471204797,585.763,289.819951749287,PQ20/20
0.2,120,40.5,1.686,39.8,29.5,13.58,28.0,28.0,44,14.9,37.0,15,3011.78784744227,1098.09,43.0254226993851,PQ40/40
0.111,400,107.0,1.76,87.0,56.0,3.25,70.0,72.5,113,41.0,93.7,46,6324.54034852758,22551.5,2375.22726563805,PQ107/87
0.193,10,32.0,1.288,30.4,21.3,1.05,22.0,19.0,95,13.4,27.5,143,7526.91461422435,2002.34,3868.15550164653,PQ32/30
0.05,350,16.4,0.256,11.6,6.7,0.51,11.2,9.6,481,7.0,14.4,15,20.5778129875966,75.8579,49.1960161143666,PQ16/11.6
0.08,60,16.4,1.835,11.6,6.7,2.43,11.2,9.6,558,7.0,14.4,22,1858.51679039817,207.437,20.3170572126136,PQ16/11.6
0.2,20,20.5,0.369,20.2,14.3,3.02,14.0,12.5,35,8.8,18.0,15,115.772426693698,78.8379,55.3568713397275,PQ20/20
0.088,60,20.5,2.126,20.2,14.3,1.57,14.0,12.5,457,8.8,18.0,41,2755.196459192,568.256,100.91095017622901,PQ20/20
0.102,10,32.0,2.407,20.5,11.5,2.06,22.0,19.0,341,13.4,27.5,71,7139.3018989633,3210.35,549.950377743376,PQ32/20
0.084,30,26.5,1.504,24.8,16.1,2.69,19.0,15.5,495,12.0,22.5,17,699.830765293936,841.583,38.59115946411,PQ26/25
0.091,80,16.4,2.335,11.6,6.7,3.22,11.2,9.6,422,7.0,14.4,21,3215.15480771361,134.315,15.0878578883088,PQ16/11.6
0.138,60,26.5,1.404,20.2,11.5,3.63,19.0,15.5,186,12.0,22.5,33,11317.5788116387,1538.07,150.106984183486,PQ26/20
0.085,100,20.5,1.434,20.2,14.3,1.42,14.0,12.5,492,8.8,18.0,30,1594.50563869427,488.988,73.64914219440499,PQ20/20
0.112,10,32.0,2.268,20.5,11.5,1.64,22.0,19.0,283,13.4,27.5,87,7254.0644397817505,2419.63,867.180876975056,PQ32/20
0.11,180,26.5,0.757,24.8,16.1,4.68,19.0,15.5,291,12.0,22.5,10,1328.31130847697,1494.19,23.5154512495948,PQ26/25
0.133,100,26.5,0.415,24.8,16.1,1.58,19.0,15.5,200,12.0,22.5,24,1134.54365521942,1660.8,226.330882726787,PQ26/25
0.158,500,50.0,0.598,40.0,26.1,8.78,32.0,31.5,49,20.0,44.0,8,483.304350779295,1164.79,47.6502114553819,PQ50/40
0.2,40,26.5,1.37,20.2,11.5,6.87,19.0,15.5,30,12.0,22.5,24,1628.5030163849501,127.85199999999999,81.0143430146578,PQ26/20
0.123,500,50.0,0.468,40.0,26.1,3.04,32.0,31.5,232,20.0,44.0,13,1781.48420749355,7821.35,155.320155843748,PQ50/40
0.116,30,20.5,1.777,16.2,10.3,3.46,14.0,12.5,261,8.8,18.0,31,4012.61442531176,797.957,63.9260829516032,PQ20/16
0.1,500,32.0,0.677,20.5,11.5,6.25,22.0,19.0,350,13.4,27.5,7,2487.56434633916,2312.66,15.454237412016601,PQ32/20
0.107,150,32.0,1.151,30.4,21.3,4.27,22.0,19.0,307,13.4,27.5,17,3106.07390237619,3338.96,59.8208046190862,PQ32/30
0.091,120,20.5,1.838,20.2,14.3,2.52,14.0,12.5,426,8.8,18.0,21,1965.83985245622,402.114,29.7126854875546,PQ20/20
0.138,80,32.0,1.229,20.5,11.5,7.62,22.0,19.0,186,13.4,27.5,15,6152.429382696319,2352.0699999999997,42.8889912547194,PQ32/20
0.129,120,32.0,1.586,20.5,11.5,7.97,22.0,19.0,213,13.4,27.5,18,16109.0832727654,3143.43,49.9324612216967,PQ32/20
0.059,500,26.5,0.89,24.8,16.1,1.33,19.0,15.5,500,12.0,22.5,19,479.692587123786,539.524,74.135218863114,PQ26/25
0.094,120,20.5,1.291,16.2,10.3,2.71,14.0,12.5,401,8.8,18.0,14,924.42905619893,221.674,16.8945246472344,PQ20/16
0.116,180,32.0,1.237,20.5,11.5,6.51,22.0,19.0,263,13.4,27.5,11,3832.92388566384,1308.68,22.9194726401862,PQ32/20
0.107,60,26.5,2.391,20.2,11.5,3.38,19.0,15.5,308,12.0,22.5,43,18858.542332668,2020.81,162.692984826588,PQ26/20
0.105,120,107.0,0.968,87.0,56.0,5.48,70.0,72.5,318,41.0,93.7,11,1087.01623766929,52193.9,226.082974907119,PQ107/87
0.2,100,35.1,1.531,34.8,25.0,10.51,26.0,23.5,84,14.3,32.0,17,8862.62546378115,2472.83,54.3051912395756,PQ35/35
0.093,350,40.5,1.177,30.3,20.0,4.64,28.0,28.0,405,14.9,37.0,8,754.14014151204,1118.0,15.8988539770546,PQ40/30
0.082,250,40.5,0.864,30.3,20.0,0.65,28.0,28.0,527,14.9,37.0,41,1356.96167637723,1465.53,535.99791613917,PQ40/30
0.2,30,40.5,2.431,30.3,20.0,5.75,28.0,28.0,74,14.9,37.0,52,17934.609308247298,2600.78,380.314607014868,PQ40/30
0.089,400,40.5,0.618,30.3,20.0,2.37,28.0,28.0,211,14.9,37.0,23,1172.71123496471,3836.05,223.313779144428,PQ40/30
0.139,80,40.5,1.018,39.8,29.5,1.63,28.0,28.0,183,14.9,37.0,56,5136.90628122842,5141.94,887.324546510511,PQ40/40
0.162,30,107.0,2.225,87.0,56.0,3.67,70.0,72.5,134,41.0,93.7,58,9851.575614552059,46200.4,3104.7390186987,PQ107/87
0.1,180,35.1,1.72,34.8,25.0,2.97,26.0,23.5,352,14.3,32.0,36,12651.098443772,7226.14,222.330956430683,PQ35/35
0.089,150,40.5,0.863,30.3,20.0,0.84,28.0,28.0,303,14.9,37.0,59,1886.6994101963,2764.7,1112.19079105286,PQ40/30
0.105,250,35.1,1.521,34.8,25.0,13.11,26.0,23.5,318,14.3,32.0,7,2875.15779874952,5147.28,9.25492301715288,PQ35/35
0.098,250,20.5,0.354,16.2,10.3,3.74,14.0,12.5,369,8.8,18.0,6,303.998600063889,825.73,9.10768651603158,PQ20/16
0.16,80,40.5,2.412,39.8,29.5,5.51,28.0,28.0,137,14.9,37.0,38,16922.8411157319,4786.27,211.050703938053,PQ40/40
0.092,60,16.4,1.97,11.6,6.7,2.23,11.2,9.6,414,7.0,14.4,28,2917.07189236923,155.468,30.9978044113714,PQ16/11.6
0.198,10,16.4,0.693,11.6,6.7,2.81,11.2,9.6,90,7.0,14.4,29,1249.50954810682,185.14,79.07738913831591,PQ16/11.6
0.112,200,26.5,1.008,20.2,11.5,4.29,19.0,15.5,279,12.0,22.5,15,4980.10729862494,1314.81,40.9805787382732,PQ26/20
0.121,200,26.5,0.205,24.8,16.1,2.37,19.0,15.5,240,12.0,22.5,8,185.652399916489,1910.48,46.5918794739956,PQ26/25
0.2,150,107.0,2.078,87.0,56.0,18.5,70.0,72.5,55,41.0,93.7,14,7200.41426065502,17346.2,191.630423694972,PQ107/87
0.102,60,26.5,2.022,20.2,11.5,3.96,19.0,15.5,340,12.0,22.5,29,8733.6897168617,1882.17,85.3060080295554,PQ26/20
0.099,100,32.0,1.948,20.5,11.5,6.86,22.0,19.0,362,13.4,27.5,16,7138.94866535481,2684.32,33.2584241142227,PQ32/20
0.103,200,40.5,1.318,30.3,20.0,9.63,28.0,28.0,332,14.9,37.0,8,2067.16200715723,4280.52,14.5232819331963,PQ40/30
0.117,180,32.0,1.906,30.4,21.3,5.67,22.0,19.0,258,13.4,27.5,21,11531.3910792303,3117.57,61.0902102513109,PQ32/30
0.115,150,32.0,1.491,30.4,21.3,3.4,22.0,19.0,269,13.4,27.5,27,7728.45119120228,2839.63,122.579781974887,PQ32/30
0.105,180,50.0,1.122,40.0,26.1,1.26,32.0,31.5,323,20.0,44.0,56,9088.58235652044,9221.67,1366.40284527212,PQ50/40
0.178,50,50.0,0.971,40.0,26.1,1.19,32.0,31.5,112,20.0,44.0,72,4861.0788322851,3047.76,2550.9229228411,PQ50/40
0.127,20,50.0,1.959,40.0,26.1,10.4,32.0,31.5,219,20.0,44.0,18,9496.6432718116,17452.9,89.5161335171442,PQ50/40
0.2,30,26.5,2.098,24.8,16.1,7.96,19.0,15.5,38,12.0,22.5,34,5086.24956008921,381.867,117.894615800403,PQ26/25
0.105,250,26.5,1.391,24.8,16.1,5.78,19.0,15.5,319,12.0,22.5,14,7114.2071288182,2019.6299999999999,27.8896509031232,PQ26/25
0.108,100,20.5,0.923,20.2,14.3,2.74,14.0,12.5,302,8.8,18.0,19,1577.25222644001,842.218,41.805375045694305,PQ20/20
0.09,200,50.0,2.079,50.0,36.1,3.72,32.5,31.5,440,20.0,44.0,16,1703.76290754942,3579.26,68.806722744746,PQ50/50
0.085,100,20.5,1.759,20.2,14.3,3.91,14.0,12.5,493,8.8,18.0,13,1067.2993743623,514.901,11.7842769683658,PQ20/20
0.08,400,32.0,1.332,20.5,11.5,3.55,22.0,19.0,555,13.4,27.5,12,3185.64270358235,1081.8,25.6287900255758,PQ32/20
0.2,100,40.5,1.315,30.3,20.0,8.3,28.0,28.0,47,14.9,37.0,18,2382.45129947893,667.178,73.7159009722384,PQ40/30
0.1,150,32.0,2.284,30.4,21.3,7.26,22.0,19.0,351,13.4,27.5,19,11424.8966855379,5601.25,43.3739292473816,PQ32/30
0.191,30,26.5,1.001,24.8,16.1,7.29,19.0,15.5,97,12.0,22.5,17,3031.43442232308,1352.66,53.9382560978461,PQ26/25
0.2,60,35.1,2.396,34.8,25.0,12.81,26.0,23.5,20,14.3,32.0,24,2571.7784432744,295.62100000000004,76.5787760520799,PQ35/35
0.148,100,32.0,1.613,20.5,11.5,5.93,22.0,19.0,161,13.4,27.5,23,15115.5099459953,1597.68,80.3621822737811,PQ32/20
0.088,150,20.5,0.955,20.2,14.3,2.55,14.0,12.5,457,8.8,18.0,11,416.253963225242,323.949,13.6409303273258,PQ20/20
0.08,120,107.0,2.439,87.0,56.0,5.31,70.0,72.5,552,41.0,93.7,13,1899.63437152516,25856.2,144.27672392850403,PQ107/87
0.1,150,32.0,1.006,30.4,21.3,1.57,22.0,19.0,352,13.4,27.5,36,3888.6567792047,2938.24,298.978343252671,PQ32/30
0.107,150,26.5,1.841,20.2,11.5,5.07,19.0,15.5,309,12.0,22.5,21,13347.24051405,1590.15,48.4109740084941,PQ26/20
0.117,20,26.5,2.356,24.8,16.1,1.12,19.0,15.5,259,12.0,22.5,129,15267.8483130857,2059.26,1543.03383879334,PQ26/25
0.084,400,32.0,1.06,20.5,11.5,2.63,22.0,19.0,495,13.4,27.5,13,2198.6374821651502,821.32,36.4342471611431,PQ32/20
0.093,400,40.5,1.576,30.3,20.0,3.34,28.0,28.0,408,14.9,37.0,15,2741.19200531449,1364.86,44.2969471893606,PQ40/30
0.12,100,26.5,0.725,24.8,16.1,2.31,19.0,15.5,246,12.0,22.5,29,4237.25659180952,3080.24,205.087028255306,PQ26/25
0.082,300,16.4,0.706,11.6,6.7,3.15,11.2,9.6,527,7.0,14.4,7,545.812442354668,146.508,4.52847510128027,PQ16/11.6
0.051,600,65.0,2.258,60.0,42.0,0.79,45.0,40.8,593,26.0,55.0,82,5022.36254162788,9878.3,2681.59524652354,PQ65/60
0.084,400,32.0,2.335,30.4,21.3,5.34,22.0,19.0,502,13.4,27.5,13,5210.8601275343,1669.93,19.95002299102,PQ32/30
0.111,500,65.0,0.943,60.0,42.0,2.74,45.0,40.8,101,26.0,55.0,31,1915.0822823792698,5329.4800000000005,789.260423343932,PQ65/60
0.083,50,40.5,0.878,39.8,29.5,4.65,28.0,28.0,518,14.9,37.0,6,404.754404580333,2082.32,11.4478995091781,PQ40/40
0.08,120,26.5,1.609,24.8,16.1,1.72,19.0,15.5,549,12.0,22.5,30,2934.23859070911,1203.64,113.776058024576,PQ26/25
0.162,20,26.5,0.542,24.8,16.1,0.87,19.0,15.5,134,12.0,22.5,56,906.397110420723,840.735,979.214081795613,PQ26/25
0.081,350,32.0,1.575,20.5,11.5,2.26,22.0,19.0,532,13.4,27.5,22,6570.52354629632,1058.5,74.9343110877662,PQ32/20
0.099,100,26.5,1.348,24.8,16.1,2.75,19.0,15.5,358,12.0,22.5,29,5798.22324913754,2562.6099999999997,122.814598145356,PQ26/25
0.159,50,32.0,2.477,20.5,11.5,7.98,22.0,19.0,140,13.4,27.5,30,28508.9129689758,2073.08,95.89073890545849,PQ32/20
0.105,120,26.5,1.661,24.8,16.1,5.09,19.0,15.5,322,12.0,22.5,19,6671.59852995851,2250.6499999999996,44.5011651822602,PQ26/25
0.14,60,32.0,1.354,20.5,11.5,3.37,22.0,19.0,180,13.4,27.5,38,13602.2700445512,2409.53,253.828063126038,PQ32/20
0.169,60,32.0,1.57,30.4,21.3,7.16,22.0,19.0,123,13.4,27.5,21,6649.10886625621,2184.77,71.1831725683337,PQ32/30
0.2,120,40.5,1.457,39.8,29.5,11.86,28.0,28.0,33,14.9,37.0,14,1269.97111596255,509.888,41.9549919500101,PQ40/40
0.2,300,40.5,0.44,39.8,29.5,8.0,28.0,28.0,61,14.9,37.0,7,453.856639715578,1163.91,27.6177573567276,PQ40/40
0.2,180,65.0,2.324,60.0,42.0,9.8,45.0,40.8,82,26.0,55.0,28,41993.3376434254,10949.5,306.238185423503,PQ65/60
0.093,250,35.1,2.317,34.8,25.0,5.17,26.0,23.5,406,14.3,32.0,14,3088.73500205619,1841.71,26.6989066807267,PQ35/35
0.095,300,32.0,2.164,30.4,21.3,6.21,22.0,19.0,389,13.4,27.5,20,19162.5694842728,5750.09,50.1269181697938,PQ32/30
0.078,100,16.4,1.162,11.6,6.7,2.94,11.2,9.6,585,7.0,14.4,12,821.182676310735,207.893,8.83602719411546,PQ16/11.6
0.134,80,65.0,1.809,60.0,42.0,10.44,45.0,40.8,196,26.0,55.0,15,5538.00497925832,21421.0,107.524437707655,PQ65/60
0.139,300,107.0,2.455,87.0,56.0,4.31,70.0,72.5,90,41.0,93.7,72,47427.9862544184,47688.4,4409.73589161532,PQ107/87
0.176,60,32.0,0.525,20.5,11.5,2.38,22.0,19.0,114,13.4,27.5,21,1232.1323666880498,746.96,173.472277168769,PQ32/20
0.091,200,26.5,2.177,20.2,11.5,4.88,19.0,15.5,427,12.0,22.5,13,3798.28142886934,503.792,16.1120567583326,PQ26/20
0.102,50,35.1,1.017,34.8,25.0,1.83,26.0,23.5,342,14.3,32.0,35,1476.86944864186,5247.07,318.007254959103,PQ35/35
0.12,150,50.0,2.131,50.0,36.1,3.11,32.5,31.5,246,20.0,44.0,58,38220.9245967937,21869.7,888.273757069176,PQ50/50
0.149,30,16.4,0.616,11.6,6.7,2.97,11.2,9.6,158,7.0,14.4,18,894.007462516894,227.229,33.5419894938495,PQ16/11.6
0.088,200,32.0,1.861,20.5,11.5,2.65,22.0,19.0,460,13.4,27.5,20,3959.95093155813,659.22,53.9677097356533,PQ32/20
0.101,20,26.5,0.947,24.8,16.1,4.6,19.0,15.5,348,12.0,22.5,13,1185.02815203458,2441.97,32.9847943542903,PQ26/25
0.114,200,40.5,1.987,39.8,29.5,4.89,28.0,28.0,271,14.9,37.0,24,8673.09446028178,5368.99,97.2795105546008,PQ40/40
0.094,60,20.5,1.649,16.2,10.3,3.29,14.0,12.5,397,8.8,18.0,31,6832.148807351609,1768.99,67.9611647609507,PQ20/16
0.082,60,20.5,1.651,20.2,14.3,1.11,14.0,12.5,524,8.8,18.0,44,1793.55605857541,581.919,141.87560693984798,PQ20/20
0.127,180,50.0,2.028,40.0,26.1,5.36,32.0,31.5,218,20.0,44.0,35,37513.2494140654,16298.7,328.918210516508,PQ50/40
0.169,10,40.5,1.719,30.3,20.0,5.96,28.0,28.0,124,14.9,37.0,27,4566.89523495662,2761.43,134.181846276933,PQ40/30
0.2,30,26.5,1.638,20.2,11.5,5.85,19.0,15.5,31,12.0,22.5,32,2159.98631196477,128.602,124.00464971455,PQ26/20
0.107,180,26.5,0.2,20.2,11.5,1.52,19.0,15.5,29,12.0,22.5,15,15.9591934860897,56.0479,168.449335458931,PQ26/20
0.077,180,26.5,2.432,24.8,16.1,2.0,19.0,15.5,591,12.0,22.5,38,10630.9809479622,1617.31,130.4249471597,PQ26/25
0.188,60,40.5,0.756,30.3,20.0,7.46,28.0,28.0,100,14.9,37.0,12,1382.72789202814,2274.5899999999997,51.4085821469835,PQ40/30
0.106,50,26.5,0.958,20.2,11.5,4.29,19.0,15.5,313,12.0,22.5,13,1085.51188566085,1257.2700000000002,32.133362992755096,PQ26/20
0.096,200,32.0,1.865,30.4,21.3,3.75,22.0,19.0,379,13.4,27.5,28,12992.8434863645,4773.91,110.500012876297,PQ32/30
0.095,30,16.4,0.789,11.6,6.7,1.07,11.2,9.6,392,7.0,14.4,47,1931.85292843327,600.977,186.50227548190702,PQ16/11.6
0.089,40,50.0,1.343,50.0,36.1,2.24,32.5,31.5,446,20.0,44.0,17,464.308416252142,2780.61,109.89837599437,PQ50/50
0.199,100,40.5,0.947,39.8,29.5,11.37,28.0,28.0,89,14.9,37.0,10,2061.59823420287,2818.28,30.007241205423803,PQ40/40
0.123,20,16.4,1.351,11.6,6.7,2.46,11.2,9.6,232,7.0,14.4,47,6373.196894586859,624.947,119.808140272968,PQ16/11.6
0.071,400,50.0,1.324,40.0,26.1,0.67,32.0,31.5,480,20.0,44.0,57,2776.93463941435,2619.9300000000003,1233.30054370963,PQ50/40
0.158,50,35.1,1.277,34.8,25.0,12.61,26.0,23.5,142,14.3,32.0,9,2033.77857004919,2937.32,17.5600774732669,PQ35/35
0.169,300,107.0,0.739,87.0,56.0,3.2,70.0,72.5,103,41.0,93.7,20,1651.6134887622,14530.4,945.559364837555,PQ107/87
0.176,200,40.5,1.959,39.8,29.5,12.57,28.0,28.0,114,14.9,37.0,14,11544.762324418001,3230.46,33.4905494557337,PQ40/40
0.13,180,40.5,1.196,39.8,29.5,4.28,28.0,28.0,209,14.9,37.0,26,7993.82446873195,7977.41,168.649781788396,PQ40/40
0.167,80,50.0,1.289,50.0,36.1,3.83,32.5,31.5,126,20.0,44.0,31,5048.2785514669995,6063.44,378.44091936209,PQ50/50
0.2,20,26.5,1.29,24.8,16.1,3.66,19.0,15.5,83,12.0,22.5,42,5897.24882550702,1048.2,267.497734632051,PQ26/25
0.15,60,32.0,2.235,20.5,11.5,5.17,22.0,19.0,157,13.4,27.5,37,27060.4586870478,1810.51,158.803278639097,PQ32/20
0.101,250,35.1,1.561,34.8,25.0,4.26,26.0,23.5,346,14.3,32.0,21,7309.87242649443,5358.46,81.5794580218728,PQ35/35
0.13,20,40.5,1.625,39.8,29.5,6.78,28.0,28.0,209,14.9,37.0,21,3945.76035285039,8179.57,86.7519626331681,PQ40/40
0.2,30,26.5,1.177,20.2,11.5,4.04,19.0,15.5,66,12.0,22.5,33,4204.15812358727,437.04900000000004,174.124573764152,PQ26/20
0.116,80,40.5,0.824,39.8,29.5,1.2,28.0,28.0,261,14.9,37.0,40,1040.59310066442,2853.75,535.661464261444,PQ40/40
0.109,150,20.5,0.075,16.2,10.3,1.2,14.0,12.5,90,8.8,18.0,7,5.08145918420991,168.512,48.4496940209502,PQ20/16
0.081,350,40.5,1.879,30.3,20.0,6.64,28.0,28.0,539,14.9,37.0,8,1538.4296560647,1848.21,10.9720048036614,PQ40/30
0.129,350,50.0,1.618,50.0,36.1,12.8,32.5,31.5,213,20.0,44.0,11,10909.2756989365,15335.0,39.7037535802787,PQ50/50
0.068,600,26.5,0.155,20.2,11.5,1.23,19.0,15.5,196,12.0,22.5,12,44.3257908787284,1082.78,135.274775855733,PQ26/20
0.08,400,26.5,1.726,24.8,16.1,4.91,19.0,15.5,551,12.0,22.5,10,2907.03101124042,916.66,11.9430238165769,PQ26/25
0.083,250,26.5,2.056,20.2,11.5,4.26,19.0,15.5,508,12.0,22.5,15,5441.62508945705,796.328,22.4993320873512,PQ26/20
0.108,50,20.5,1.799,20.2,14.3,3.05,14.0,12.5,305,8.8,18.0,34,5288.82481011848,1346.55,79.2452482010902,PQ20/20
0.086,500,32.0,1.45,30.4,21.3,3.51,22.0,19.0,478,13.4,27.5,12,2366.77931027964,1073.58,24.7609676661539,PQ32/30
0.105,200,35.1,1.669,34.8,25.0,3.26,26.0,23.5,323,14.3,32.0,29,9094.8664190764,4795.78,147.648167377099,PQ35/35
0.101,30,50.0,2.444,50.0,36.1,6.86,32.5,31.5,346,20.0,44.0,23,6536.349804619151,21915.4,125.50172933652,PQ50/50
0.081,300,32.0,2.167,20.5,11.5,3.7,22.0,19.0,536,13.4,27.5,17,6643.94367314559,986.1320000000001,34.3941117092839,PQ32/20
0.2,120,26.5,0.331,24.8,16.1,6.39,19.0,15.5,69,12.0,22.5,6,239.424697596244,406.89300000000003,17.2261775639619,PQ26/25
0.09,100,26.5,2.333,24.8,16.1,1.34,19.0,15.5,436,12.0,22.5,51,6671.39932778458,759.1179999999999,243.079595764623,PQ26/25
0.082,150,20.5,2.356,20.2,14.3,3.19,14.0,12.5,522,8.8,18.0,22,4135.74595324318,745.489,26.777961060733702,PQ20/20
0.139,10,40.5,1.39,39.8,29.5,4.47,28.0,28.0,183,14.9,37.0,30,3788.21364678629,7437.85,199.746666891113,PQ40/40
0.163,10,50.0,2.062,40.0,26.1,5.44,32.0,31.5,133,20.0,44.0,34,6575.15992173274,6139.14,306.499292464837,PQ50/40
0.109,180,26.5,1.351,20.2,11.5,5.24,19.0,15.5,298,12.0,22.5,15,6654.55745998175,1322.88,32.0267846067067,PQ26/20
0.077,300,40.5,1.521,30.3,20.0,1.73,28.0,28.0,589,14.9,37.0,28,3509.7705358685103,2636.71,158.67717693641,PQ40/30
0.11,30,65.0,1.954,60.0,42.0,7.02,45.0,40.8,293,26.0,55.0,16,4135.7994960582,16054.0,114.861506358863,PQ65/60
0.082,350,20.5,0.535,16.2,10.3,2.71,14.0,12.5,522,8.8,18.0,6,216.049438740142,259.185,6.41077670837875,PQ20/16
0.108,180,107.0,2.192,87.0,56.0,11.26,70.0,72.5,303,41.0,93.7,12,5547.54397788671,64779.1,134.425352644397,PQ107/87
0.153,80,26.5,0.174,20.2,11.5,1.87,19.0,15.5,151,12.0,22.5,9,91.2899144348164,722.161,68.6150767905012,PQ26/20
0.094,250,32.0,2.332,30.4,21.3,2.89,22.0,19.0,403,13.4,27.5,24,6025.73067224059,1123.5,68.06751621939391,PQ32/30
0.149,50,32.0,1.052,20.5,11.5,2.21,22.0,19.0,160,13.4,27.5,45,8404.254987498889,1757.56,439.717787981627,PQ32/20
0.152,20,16.4,0.906,11.6,6.7,3.13,11.2,9.6,152,7.0,14.4,28,2437.11756302069,331.711,59.061054279286,PQ16/11.6
0.078,200,26.5,0.665,20.2,11.5,0.8,19.0,15.5,577,12.0,22.5,27,1027.41308290564,704.851,189.078607327121,PQ26/20
0.108,300,26.5,0.693,20.2,11.5,3.84,19.0,15.5,302,12.0,22.5,11,2425.35252927997,1166.07,30.307767196739402,PQ26/20
0.082,120,20.5,2.405,16.2,10.3,3.08,14.0,12.5,525,8.8,18.0,24,4952.44303626079,563.367,29.801650089109,PQ20/16
0.125,100,40.5,0.312,39.8,29.5,2.25,28.0,28.0,225,14.9,37.0,13,183.702663291702,4978.379999999999,127.085637172545,PQ40/40
0.11,600,35.1,1.778,34.8,25.0,11.51,26.0,23.5,290,14.3,32.0,9,9825.36444060009,4396.41,13.537135776165,PQ35/35
0.156,500,40.5,0.289,30.3,20.0,4.13,28.0,28.0,129,14.9,37.0,6,268.359599124151,1094.87,29.124994229772803,PQ40/30
0.087,150,107.0,2.063,87.0,56.0,1.87,70.0,72.5,465,41.0,93.7,35,2376.97189891958,23765.7,1202.0890415594502,PQ107/87
0.083,60,16.4,1.614,11.6,6.7,1.34,11.2,9.6,511,7.0,14.4,34,2016.53819815582,155.621,54.0661879493898,PQ16/11.6
0.096,250,26.5,0.539,20.2,11.5,1.98,19.0,15.5,383,12.0,22.5,16,1659.73172633695,1495.81,79.6339234402199,PQ26/20
0.087,300,26.5,2.366,20.2,11.5,7.57,19.0,15.5,471,12.0,22.5,10,6139.798534567391,788.7650000000001,8.87984200390839,PQ26/20
0.166,120,35.1,2.018,34.8,25.0,9.72,26.0,23.5,128,14.3,32.0,19,13349.143194709899,3373.74,54.7884172414848,PQ35/35
0.087,300,26.5,1.977,20.2,11.5,5.2,19.0,15.5,461,12.0,22.5,12,5009.76758826203,682.129,14.8864767745857,PQ26/20
0.103,180,40.5,1.278,30.3,20.0,8.1,28.0,28.0,331,14.9,37.0,10,2448.58704976183,5155.81,23.259931600779698,PQ40/30
0.181,600,65.0,2.016,60.0,42.0,16.24,45.0,40.8,108,26.0,55.0,11,27459.3818112283,8119.94,52.9853324483674,PQ65/60
0.2,30,26.5,1.063,24.8,16.1,4.16,19.0,15.5,53,12.0,22.5,29,1708.7379223215898,369.871,149.294816932743,PQ26/25
0.2,40,26.5,1.569,24.8,16.1,7.63,19.0,15.5,28,12.0,22.5,24,1556.56329585278,149.855,74.3831629353498,PQ26/25
